TICKET_ID,CUSTOMER_ID,PURCHASE_DATE,PROMO_APPLIED ,CATEGORY_OF_TICKET_ID,CATEGORY_OF_TICKET_DESC,PAYMENT_ID,PAYMENT_METHOD_ID,PAYMENT_METHOD_DESC,PURCHASE_MODE ,PRICE
334,CD0141,03-06-2020,0,3,Daily Pass,334,1,Cash,Offline,150
335,CD0047,19-07-2020,1,3,Daily Pass,335,2,Credit Card,Online,120
336,CD0035,10-02-2020,0,2,Parking ticket,336,1,Cash,Offline,20
337,CD0018,05-04-2020,1,2,Parking ticket,337,1,Cash,Offline,20
338,CD0020,30-12-2019,1,2,Parking ticket,338,3,Debit Card,Offline,20
339,CD0116,17-05-2020,1,2,Parking ticket,339,1,Cash,Online,20
340,CD0140,08-02-2020,1,1,Annual pass,340,3,Debit Card,Offline,700
341,CD0087,15-02-2020,1,1,Annual pass,341,1,Cash,Offline,700
342,CD0093,02-12-2019,0,3,Daily Pass,342,2,Credit Card,Offline,150
343,CD0134,15-01-2020,1,3,Daily Pass,343,4,Online Payment,Online,120
344,CD0065,19-12-2019,1,2,Parking ticket,344,4,Online Payment,Offline,20
345,CD0053,18-03-2020,1,3,Daily Pass,345,2,Credit Card,Online,120
346,CD0117,20-04-2020,1,3,Daily Pass,346,2,Credit Card,Offline,120
347,CD0001,08-08-2020,1,1,Annual pass,347,3,Debit Card,Online,700
348,CD0139,13-01-2020,1,1,Annual pass,348,2,Credit Card,Offline,700
349,CD0017,21-12-2019,0,2,Parking ticket,349,2,Credit Card,Offline,20
350,CD0051,23-04-2020,1,1,Annual pass,350,2,Credit Card,Online,700
351,CD0080,15-06-2020,1,2,Parking ticket,351,1,Cash,Offline,20
352,CD0096,13-04-2020,0,3,Daily Pass,352,2,Credit Card,Offline,150
353,CD0019,17-01-2020,0,3,Daily Pass,353,4,Online Payment,Offline,150
354,CD0068,22-05-2020,1,2,Parking ticket,354,3,Debit Card,Online,20
355,CD0068,02-11-2019,1,2,Parking ticket,355,2,Credit Card,Online,20
356,CD0113,08-03-2020,0,1,Annual pass,356,3,Debit Card,Online,800
357,CD0121,10-03-2020,1,1,Annual pass,357,4,Online Payment,Offline,700
358,CD0124,27-07-2020,1,3,Daily Pass,358,1,Cash,Offline,120
359,CD0116,04-01-2020,0,1,Annual pass,359,2,Credit Card,Online,800
360,CD0139,07-08-2020,0,2,Parking ticket,360,3,Debit Card,Offline,20
361,CD0030,23-05-2020,1,1,Annual pass,361,4,Online Payment,Online,700
362,CD0030,26-02-2020,1,1,Annual pass,362,4,Online Payment,Offline,700
363,CD0094,11-11-2019,1,2,Parking ticket,363,3,Debit Card,Online,20
364,CD0033,30-11-2019,0,3,Daily Pass,364,1,Cash,Online,150
365,CD0091,03-01-2020,0,2,Parking ticket,365,2,Credit Card,Offline,20
366,CD0028,18-01-2020,0,1,Annual pass,366,3,Debit Card,Online,800
367,CD0116,25-12-2019,0,1,Annual pass,367,4,Online Payment,Online,800
368,CD0052,04-12-2019,1,1,Annual pass,368,2,Credit Card,Offline,700
369,CD0043,10-06-2020,1,2,Parking ticket,369,2,Credit Card,Offline,20
370,CD0088,18-02-2020,0,1,Annual pass,370,3,Debit Card,Online,800
371,CD0078,10-05-2020,1,3,Daily Pass,371,2,Credit Card,Online,120
372,CD0039,18-07-2020,1,2,Parking ticket,372,2,Credit Card,Online,20
373,CD0026,04-06-2020,1,1,Annual pass,373,2,Credit Card,Offline,700
374,CD0056,08-07-2020,1,3,Daily Pass,374,4,Online Payment,Offline,120
375,CD0025,13-01-2020,1,3,Daily Pass,375,3,Debit Card,Offline,120
376,CD0065,06-06-2020,0,2,Parking ticket,376,2,Credit Card,Online,20
377,CD0120,09-05-2020,1,3,Daily Pass,377,2,Credit Card,Offline,120
378,CD0111,12-12-2019,0,2,Parking ticket,378,2,Credit Card,Online,20
379,CD0038,23-06-2020,0,3,Daily Pass,379,4,Online Payment,Offline,150
380,CD0131,14-04-2020,1,2,Parking ticket,380,3,Debit Card,Online,20
381,CD0079,14-11-2019,1,2,Parking ticket,381,2,Credit Card,Offline,20
382,CD0097,03-01-2020,1,2,Parking ticket,382,2,Credit Card,Offline,20
383,CD0150,28-02-2020,0,2,Parking ticket,383,1,Cash,Online,20
384,CD0071,28-11-2019,1,2,Parking ticket,384,3,Debit Card,Online,20
385,CD0145,21-05-2020,0,3,Daily Pass,385,2,Credit Card,Offline,150
386,CD0110,28-01-2020,0,1,Annual pass,386,4,Online Payment,Offline,800
387,CD0083,05-01-2020,0,1,Annual pass,387,1,Cash,Offline,800
388,CD0067,13-05-2020,1,3,Daily Pass,388,2,Credit Card,Offline,120
389,CD0034,29-05-2020,0,2,Parking ticket,389,4,Online Payment,Online,20
390,CD0059,27-06-2020,0,2,Parking ticket,390,3,Debit Card,Offline,20
391,CD0052,28-03-2020,1,1,Annual pass,391,3,Debit Card,Offline,700
392,CD0014,08-06-2020,1,1,Annual pass,392,2,Credit Card,Online,700
393,CD0043,28-06-2020,1,3,Daily Pass,393,2,Credit Card,Offline,120
394,CD0094,15-06-2020,0,2,Parking ticket,394,2,Credit Card,Online,20
395,CD0039,19-04-2020,0,2,Parking ticket,395,4,Online Payment,Offline,20
396,CD0062,26-03-2020,0,3,Daily Pass,396,2,Credit Card,Offline,150
397,CD0106,05-08-2020,0,1,Annual pass,397,1,Cash,Online,800
398,CD0076,11-02-2020,0,1,Annual pass,398,3,Debit Card,Online,800
399,CD0004,10-04-2020,1,3,Daily Pass,399,4,Online Payment,Offline,120
400,CD0054,29-06-2020,1,2,Parking ticket,400,3,Debit Card,Online,20
401,CD0137,08-01-2020,1,2,Parking ticket,401,3,Debit Card,Offline,20
402,CD0034,01-06-2020,1,3,Daily Pass,402,4,Online Payment,Offline,120
403,CD0093,05-04-2020,0,3,Daily Pass,403,4,Online Payment,Offline,150
404,CD0006,13-12-2019,0,2,Parking ticket,404,2,Credit Card,Offline,20
405,CD0078,03-12-2019,1,2,Parking ticket,405,4,Online Payment,Online,20
406,CD0003,13-12-2019,1,2,Parking ticket,406,3,Debit Card,Offline,20
407,CD0052,02-08-2020,1,3,Daily Pass,407,4,Online Payment,Offline,120
408,CD0080,13-11-2019,0,3,Daily Pass,408,4,Online Payment,Online,150
409,CD0041,17-01-2020,1,2,Parking ticket,409,3,Debit Card,Online,20
410,CD0006,23-02-2020,0,3,Daily Pass,410,4,Online Payment,Offline,150
411,CD0064,13-04-2020,1,3,Daily Pass,411,1,Cash,Offline,120
412,CD0134,23-03-2020,0,3,Daily Pass,412,1,Cash,Online,150
413,CD0138,02-05-2020,1,3,Daily Pass,413,3,Debit Card,Offline,120
414,CD0008,30-04-2020,1,2,Parking ticket,414,1,Cash,Online,20
415,CD0041,07-06-2020,0,1,Annual pass,415,4,Online Payment,Online,800
416,CD0009,29-04-2020,0,1,Annual pass,416,2,Credit Card,Offline,800
417,CD0038,31-12-2019,1,2,Parking ticket,417,1,Cash,Offline,20
418,CD0053,07-03-2020,1,2,Parking ticket,418,2,Credit Card,Online,20
419,CD0035,15-11-2019,0,2,Parking ticket,419,4,Online Payment,Offline,20
420,CD0128,06-05-2020,0,1,Annual pass,420,4,Online Payment,Offline,800
421,CD0074,07-02-2020,0,3,Daily Pass,421,3,Debit Card,Online,150
422,CD0030,05-03-2020,1,3,Daily Pass,422,4,Online Payment,Offline,120
423,CD0092,02-06-2020,0,1,Annual pass,423,2,Credit Card,Offline,800
424,CD0055,25-04-2020,1,3,Daily Pass,424,2,Credit Card,Online,120
425,CD0007,16-01-2020,0,1,Annual pass,425,1,Cash,Online,800
426,CD0094,10-04-2020,1,2,Parking ticket,426,3,Debit Card,Offline,20
427,CD0117,27-06-2020,0,1,Annual pass,427,4,Online Payment,Offline,800
428,CD0031,21-03-2020,0,3,Daily Pass,428,4,Online Payment,Offline,150
429,CD0067,08-07-2020,0,3,Daily Pass,429,3,Debit Card,Online,150
430,CD0064,15-01-2020,1,2,Parking ticket,430,3,Debit Card,Offline,20
431,CD0130,29-04-2020,0,2,Parking ticket,431,1,Cash,Offline,20
432,CD0092,18-06-2020,0,1,Annual pass,432,4,Online Payment,Online,800
433,CD0032,12-07-2020,1,3,Daily Pass,433,2,Credit Card,Offline,120
434,CD0127,20-05-2020,0,2,Parking ticket,434,4,Online Payment,Online,20
435,CD0098,11-07-2020,0,2,Parking ticket,435,1,Cash,Offline,20
436,CD0094,03-01-2020,0,3,Daily Pass,436,2,Credit Card,Offline,150
437,CD0027,06-08-2020,1,2,Parking ticket,437,2,Credit Card,Online,20
438,CD0143,09-04-2020,0,3,Daily Pass,438,1,Cash,Online,150
439,CD0103,27-06-2020,0,2,Parking ticket,439,1,Cash,Online,20
440,CD0025,21-03-2020,1,2,Parking ticket,440,3,Debit Card,Offline,20
441,CD0129,11-05-2020,1,1,Annual pass,441,2,Credit Card,Online,700
442,CD0017,13-04-2020,1,2,Parking ticket,442,4,Online Payment,Offline,20
443,CD0120,02-04-2020,1,1,Annual pass,443,2,Credit Card,Offline,700
444,CD0087,19-03-2020,1,3,Daily Pass,444,1,Cash,Online,120
445,CD0018,27-04-2020,0,1,Annual pass,445,3,Debit Card,Online,800
446,CD0084,19-07-2020,1,1,Annual pass,446,3,Debit Card,Online,700
447,CD0097,13-08-2020,1,2,Parking ticket,447,3,Debit Card,Offline,20
448,CD0089,28-04-2020,1,3,Daily Pass,448,4,Online Payment,Online,120
449,CD0132,19-02-2020,0,2,Parking ticket,449,2,Credit Card,Online,20
450,CD0124,02-01-2020,0,1,Annual pass,450,3,Debit Card,Online,800
451,CD0100,20-07-2020,1,2,Parking ticket,451,3,Debit Card,Offline,20
452,CD0142,21-07-2020,1,1,Annual pass,452,4,Online Payment,Offline,700
453,CD0124,30-06-2020,1,1,Annual pass,453,3,Debit Card,Offline,700
454,CD0067,18-02-2020,1,3,Daily Pass,454,1,Cash,Online,120
455,CD0092,30-04-2020,1,1,Annual pass,455,3,Debit Card,Online,700
456,CD0080,13-03-2020,0,3,Daily Pass,456,1,Cash,Offline,150
457,CD0053,01-07-2020,0,3,Daily Pass,457,2,Credit Card,Online,150
458,CD0027,28-11-2019,0,3,Daily Pass,458,2,Credit Card,Online,150
459,CD0094,03-04-2020,1,1,Annual pass,459,2,Credit Card,Offline,700
460,CD0073,11-11-2019,1,3,Daily Pass,460,1,Cash,Online,120
461,CD0078,02-11-2019,1,1,Annual pass,461,4,Online Payment,Online,700
462,CD0043,24-06-2020,0,3,Daily Pass,462,3,Debit Card,Offline,150
463,CD0133,30-01-2020,1,3,Daily Pass,463,4,Online Payment,Offline,120
464,CD0122,04-03-2020,0,3,Daily Pass,464,1,Cash,Online,150
465,CD0059,23-05-2020,0,1,Annual pass,465,1,Cash,Online,800
466,CD0103,25-07-2020,0,1,Annual pass,466,2,Credit Card,Offline,800
467,CD0118,19-01-2020,1,3,Daily Pass,467,3,Debit Card,Online,120
468,CD0145,29-06-2020,0,2,Parking ticket,468,1,Cash,Offline,20
469,CD0127,20-04-2020,0,1,Annual pass,469,4,Online Payment,Online,800
470,CD0134,23-04-2020,0,2,Parking ticket,470,3,Debit Card,Online,20
471,CD0035,10-12-2019,1,2,Parking ticket,471,1,Cash,Online,20
472,CD0032,17-06-2020,0,3,Daily Pass,472,2,Credit Card,Offline,150
473,CD0031,10-11-2019,0,3,Daily Pass,473,2,Credit Card,Online,150
474,CD0081,24-06-2020,1,1,Annual pass,474,4,Online Payment,Online,700
475,CD0109,18-05-2020,1,1,Annual pass,475,2,Credit Card,Offline,700
476,CD0082,30-06-2020,0,1,Annual pass,476,2,Credit Card,Offline,800
477,CD0013,30-11-2019,0,2,Parking ticket,477,4,Online Payment,Online,20
478,CD0032,22-04-2020,1,2,Parking ticket,478,2,Credit Card,Online,20
479,CD0107,13-12-2019,0,3,Daily Pass,479,4,Online Payment,Offline,150
480,CD0022,02-12-2019,0,1,Annual pass,480,1,Cash,Offline,800
481,CD0036,02-07-2020,0,2,Parking ticket,481,2,Credit Card,Offline,20
482,CD0057,07-07-2020,1,3,Daily Pass,482,2,Credit Card,Offline,120
483,CD0020,16-04-2020,0,3,Daily Pass,483,3,Debit Card,Offline,150
484,CD0050,01-05-2020,0,1,Annual pass,484,3,Debit Card,Online,800
485,CD0070,22-06-2020,1,2,Parking ticket,485,3,Debit Card,Offline,20
486,CD0031,21-06-2020,0,2,Parking ticket,486,4,Online Payment,Offline,20
487,CD0049,05-01-2020,0,2,Parking ticket,487,3,Debit Card,Offline,20
488,CD0067,09-07-2020,0,1,Annual pass,488,2,Credit Card,Online,800
489,CD0056,28-12-2019,1,2,Parking ticket,489,2,Credit Card,Online,20
490,CD0149,13-07-2020,0,3,Daily Pass,490,2,Credit Card,Online,150
491,CD0077,30-12-2019,1,3,Daily Pass,491,1,Cash,Offline,120
492,CD0113,08-12-2019,0,1,Annual pass,492,4,Online Payment,Online,800
493,CD0087,21-03-2020,0,3,Daily Pass,493,1,Cash,Online,150
494,CD0082,16-06-2020,0,2,Parking ticket,494,3,Debit Card,Offline,20
495,CD0032,21-01-2020,0,3,Daily Pass,495,3,Debit Card,Offline,150
496,CD0075,20-04-2020,0,3,Daily Pass,496,2,Credit Card,Online,150
497,CD0055,28-02-2020,1,2,Parking ticket,497,1,Cash,Offline,20
498,CD0062,16-06-2020,0,3,Daily Pass,498,3,Debit Card,Online,150
499,CD0109,09-12-2019,1,1,Annual pass,499,1,Cash,Offline,700
500,CD0026,01-06-2020,0,2,Parking ticket,500,1,Cash,Online,20
501,CD0033,08-08-2020,1,2,Parking ticket,501,1,Cash,Offline,20
502,CD0002,25-11-2019,0,1,Annual pass,502,1,Cash,Offline,800
503,CD0109,13-04-2020,0,3,Daily Pass,503,3,Debit Card,Offline,150
504,CD0103,21-03-2020,0,1,Annual pass,504,2,Credit Card,Offline,800
505,CD0146,26-01-2020,1,2,Parking ticket,505,1,Cash,Offline,20
506,CD0047,27-03-2020,0,2,Parking ticket,506,1,Cash,Online,20
507,CD0149,08-05-2020,0,1,Annual pass,507,2,Credit Card,Online,800
508,CD0028,12-07-2020,0,3,Daily Pass,508,3,Debit Card,Online,150
509,CD0093,19-01-2020,0,3,Daily Pass,509,3,Debit Card,Offline,150
510,CD0150,20-11-2019,0,1,Annual pass,510,3,Debit Card,Offline,800
511,CD0036,10-05-2020,0,1,Annual pass,511,4,Online Payment,Online,800
512,CD0133,13-07-2020,1,1,Annual pass,512,3,Debit Card,Offline,700
513,CD0037,21-03-2020,0,1,Annual pass,513,4,Online Payment,Online,800
514,CD0089,10-11-2019,0,3,Daily Pass,514,3,Debit Card,Offline,150
515,CD0113,20-02-2020,0,1,Annual pass,515,1,Cash,Online,800
516,CD0102,15-01-2020,0,3,Daily Pass,516,4,Online Payment,Online,150
517,CD0083,25-06-2020,1,2,Parking ticket,517,1,Cash,Offline,20
518,CD0143,01-02-2020,1,2,Parking ticket,518,1,Cash,Offline,20
519,CD0048,28-01-2020,0,2,Parking ticket,519,4,Online Payment,Online,20
520,CD0096,23-01-2020,0,1,Annual pass,520,4,Online Payment,Online,800
521,CD0141,14-01-2020,0,1,Annual pass,521,2,Credit Card,Offline,800
522,CD0005,12-03-2020,1,1,Annual pass,522,3,Debit Card,Online,700
523,CD0084,06-03-2020,1,3,Daily Pass,523,3,Debit Card,Online,120
524,CD0120,04-08-2020,1,3,Daily Pass,524,3,Debit Card,Online,120
525,CD0008,06-05-2020,0,2,Parking ticket,525,1,Cash,Online,20
526,CD0014,24-05-2020,1,3,Daily Pass,526,2,Credit Card,Online,120
527,CD0141,19-12-2019,0,3,Daily Pass,527,2,Credit Card,Offline,150
528,CD0049,07-02-2020,0,3,Daily Pass,528,2,Credit Card,Online,150
529,CD0082,13-07-2020,1,2,Parking ticket,529,1,Cash,Offline,20
530,CD0072,14-06-2020,0,1,Annual pass,530,3,Debit Card,Online,800
531,CD0031,23-05-2020,0,1,Annual pass,531,2,Credit Card,Online,800
532,CD0097,28-11-2019,1,1,Annual pass,532,2,Credit Card,Online,700
533,CD0031,30-12-2019,0,2,Parking ticket,533,3,Debit Card,Offline,20
534,CD0064,27-07-2020,0,1,Annual pass,534,2,Credit Card,Online,800
535,CD0047,02-05-2020,1,1,Annual pass,535,2,Credit Card,Offline,700
536,CD0083,09-06-2020,0,3,Daily Pass,536,2,Credit Card,Offline,150
537,CD0021,04-12-2019,1,2,Parking ticket,537,2,Credit Card,Online,20
538,CD0073,29-01-2020,1,3,Daily Pass,538,2,Credit Card,Offline,120
539,CD0150,09-03-2020,0,1,Annual pass,539,1,Cash,Offline,800
540,CD0148,07-01-2020,1,3,Daily Pass,540,3,Debit Card,Online,120
541,CD00010,20-05-2020,1,1,Annual pass,541,4,Online Payment,Online,700
542,CD0075,16-07-2020,0,1,Annual pass,542,1,Cash,Online,800
543,CD0064,03-02-2020,1,3,Daily Pass,543,3,Debit Card,Offline,120
544,CD0019,19-06-2020,0,3,Daily Pass,544,2,Credit Card,Offline,150
545,CD0093,06-11-2019,0,2,Parking ticket,545,1,Cash,Online,20
546,CD0007,18-01-2020,0,1,Annual pass,546,1,Cash,Offline,800
547,CD0095,26-02-2020,0,1,Annual pass,547,1,Cash,Online,800
548,CD0039,28-03-2020,0,3,Daily Pass,548,2,Credit Card,Offline,150
549,CD0002,09-03-2020,1,1,Annual pass,549,2,Credit Card,Online,700
550,CD0110,15-07-2020,1,1,Annual pass,550,2,Credit Card,Online,700
551,CD0132,26-05-2020,1,2,Parking ticket,551,1,Cash,Offline,20
552,CD0112,18-06-2020,1,3,Daily Pass,552,1,Cash,Online,120
553,CD0083,01-08-2020,1,2,Parking ticket,553,4,Online Payment,Offline,20
554,CD0131,03-04-2020,1,3,Daily Pass,554,4,Online Payment,Online,120
555,CD0107,27-02-2020,1,1,Annual pass,555,1,Cash,Online,700
556,CD0113,10-08-2020,0,3,Daily Pass,556,4,Online Payment,Offline,150
557,CD0134,01-12-2019,1,1,Annual pass,557,3,Debit Card,Offline,700
558,CD0145,13-07-2020,0,1,Annual pass,558,2,Credit Card,Offline,800
559,CD0025,12-01-2020,0,3,Daily Pass,559,2,Credit Card,Online,150
560,CD0058,03-02-2020,1,3,Daily Pass,560,3,Debit Card,Online,120
561,CD0031,24-01-2020,0,2,Parking ticket,561,3,Debit Card,Offline,20
562,CD0015,02-12-2019,1,1,Annual pass,562,4,Online Payment,Offline,700
563,CD0047,29-07-2020,1,1,Annual pass,563,2,Credit Card,Online,700
564,CD0071,29-01-2020,1,2,Parking ticket,564,3,Debit Card,Offline,20
565,CD0074,16-05-2020,1,2,Parking ticket,565,2,Credit Card,Online,20
566,CD0071,09-12-2019,1,3,Daily Pass,566,3,Debit Card,Offline,120
567,CD0109,15-04-2020,1,2,Parking ticket,567,1,Cash,Offline,20
568,CD0009,29-07-2020,0,3,Daily Pass,568,4,Online Payment,Online,150
569,CD0023,02-08-2020,1,2,Parking ticket,569,4,Online Payment,Online,20
570,CD0032,12-04-2020,1,1,Annual pass,570,3,Debit Card,Offline,700
571,CD0077,08-03-2020,0,2,Parking ticket,571,2,Credit Card,Offline,20
572,CD0124,14-02-2020,1,3,Daily Pass,572,2,Credit Card,Offline,120
573,CD0118,18-12-2019,0,3,Daily Pass,573,4,Online Payment,Offline,150
574,CD0005,25-07-2020,0,2,Parking ticket,574,2,Credit Card,Offline,20
575,CD0013,24-04-2020,0,3,Daily Pass,575,4,Online Payment,Offline,150
576,CD0026,28-07-2020,0,3,Daily Pass,576,1,Cash,Offline,150
577,CD0056,05-08-2020,0,3,Daily Pass,577,3,Debit Card,Online,150
578,CD0097,10-12-2019,1,1,Annual pass,578,3,Debit Card,Offline,700
579,CD0102,31-03-2020,0,3,Daily Pass,579,1,Cash,Online,150
580,CD0145,12-08-2020,0,2,Parking ticket,580,4,Online Payment,Online,20
581,CD0039,07-11-2019,1,2,Parking ticket,581,1,Cash,Online,20
582,CD0011,31-05-2020,1,2,Parking ticket,582,4,Online Payment,Offline,20
583,CD0007,06-02-2020,0,3,Daily Pass,583,2,Credit Card,Offline,150
584,CD0079,10-08-2020,1,2,Parking ticket,584,2,Credit Card,Online,20
585,CD0091,06-11-2019,0,3,Daily Pass,585,3,Debit Card,Offline,150
586,CD0143,30-05-2020,0,3,Daily Pass,586,4,Online Payment,Online,150
587,CD0018,25-07-2020,1,3,Daily Pass,587,3,Debit Card,Offline,120
588,CD0042,24-02-2020,0,3,Daily Pass,588,2,Credit Card,Offline,150
589,CD0105,05-05-2020,1,1,Annual pass,589,1,Cash,Online,700
590,CD0107,11-12-2019,0,1,Annual pass,590,1,Cash,Offline,800
591,CD0091,13-08-2020,0,3,Daily Pass,591,3,Debit Card,Offline,150
592,CD0002,11-05-2020,0,1,Annual pass,592,1,Cash,Offline,800
593,CD0050,13-05-2020,0,2,Parking ticket,593,4,Online Payment,Online,20
594,CD0102,18-05-2020,0,3,Daily Pass,594,3,Debit Card,Offline,150
595,CD0147,22-03-2020,1,3,Daily Pass,595,4,Online Payment,Online,120
596,CD0145,01-12-2019,1,3,Daily Pass,596,4,Online Payment,Online,120
597,CD0092,06-04-2020,1,3,Daily Pass,597,3,Debit Card,Online,120
598,CD0060,14-05-2020,0,3,Daily Pass,598,3,Debit Card,Offline,150
599,CD0011,11-12-2019,0,3,Daily Pass,599,4,Online Payment,Online,150
600,CD0103,27-12-2019,0,1,Annual pass,600,1,Cash,Online,800
601,CD0125,03-06-2020,1,3,Daily Pass,601,4,Online Payment,Online,120
602,CD0009,10-03-2020,1,1,Annual pass,602,3,Debit Card,Offline,700
603,CD0057,13-08-2020,1,2,Parking ticket,603,3,Debit Card,Online,20
604,CD0073,29-01-2020,0,3,Daily Pass,604,3,Debit Card,Online,150
605,CD0134,23-06-2020,1,1,Annual pass,605,4,Online Payment,Offline,700
606,CD0026,07-05-2020,1,3,Daily Pass,606,2,Credit Card,Offline,120
607,CD0090,21-12-2019,0,1,Annual pass,607,2,Credit Card,Offline,800
608,CD0082,30-05-2020,1,1,Annual pass,608,4,Online Payment,Online,700
609,CD0125,21-11-2019,0,3,Daily Pass,609,3,Debit Card,Online,150
610,CD0013,22-07-2020,1,3,Daily Pass,610,1,Cash,Online,120
611,CD0016,07-01-2020,0,3,Daily Pass,611,4,Online Payment,Online,150
612,CD0035,03-02-2020,1,1,Annual pass,612,2,Credit Card,Online,700
613,CD0105,13-11-2019,1,1,Annual pass,613,4,Online Payment,Online,700
614,CD0114,30-07-2020,1,1,Annual pass,614,1,Cash,Offline,700
615,CD0026,11-12-2019,0,3,Daily Pass,615,1,Cash,Online,150
616,CD0016,07-02-2020,1,1,Annual pass,616,3,Debit Card,Online,700
617,CD0061,16-02-2020,0,3,Daily Pass,617,2,Credit Card,Online,150
618,CD0090,08-11-2019,1,2,Parking ticket,618,2,Credit Card,Offline,20
619,CD0040,24-11-2019,1,1,Annual pass,619,3,Debit Card,Offline,700
620,CD0007,15-03-2020,0,2,Parking ticket,620,2,Credit Card,Offline,20
621,CD0092,30-04-2020,1,2,Parking ticket,621,2,Credit Card,Offline,20
622,CD0059,02-07-2020,0,3,Daily Pass,622,4,Online Payment,Online,150
623,CD0146,27-01-2020,0,2,Parking ticket,623,4,Online Payment,Online,20
624,CD0078,20-07-2020,0,3,Daily Pass,624,1,Cash,Online,150
625,CD0080,28-05-2020,0,2,Parking ticket,625,2,Credit Card,Online,20
626,CD0036,28-02-2020,0,2,Parking ticket,626,2,Credit Card,Offline,20
627,CD0119,17-07-2020,0,2,Parking ticket,627,4,Online Payment,Online,20
628,CD0097,29-02-2020,1,1,Annual pass,628,4,Online Payment,Offline,700
629,CD0023,19-03-2020,0,2,Parking ticket,629,1,Cash,Offline,20
630,CD0066,22-12-2019,0,2,Parking ticket,630,3,Debit Card,Online,20
631,CD0127,27-12-2019,1,3,Daily Pass,631,2,Credit Card,Offline,120
632,CD0061,10-05-2020,0,2,Parking ticket,632,4,Online Payment,Offline,20
633,CD0140,11-02-2020,0,2,Parking ticket,633,3,Debit Card,Offline,20
634,CD0030,10-02-2020,1,1,Annual pass,634,3,Debit Card,Offline,700
635,CD0137,17-01-2020,1,3,Daily Pass,635,1,Cash,Offline,120
636,CD0094,16-12-2019,1,1,Annual pass,636,2,Credit Card,Offline,700
637,CD0142,14-03-2020,0,1,Annual pass,637,4,Online Payment,Offline,800
638,CD0025,26-12-2019,0,3,Daily Pass,638,3,Debit Card,Offline,150
639,CD0046,14-03-2020,1,1,Annual pass,639,3,Debit Card,Offline,700
640,CD0124,09-05-2020,1,1,Annual pass,640,1,Cash,Online,700
641,CD0043,14-01-2020,0,3,Daily Pass,641,1,Cash,Online,150
642,CD0111,01-11-2019,1,2,Parking ticket,642,4,Online Payment,Online,20
643,CD0032,27-04-2020,0,3,Daily Pass,643,3,Debit Card,Online,150
644,CD0103,17-01-2020,1,1,Annual pass,644,1,Cash,Offline,700
645,CD0114,03-08-2020,1,2,Parking ticket,645,1,Cash,Online,20
646,CD0090,04-04-2020,1,2,Parking ticket,646,3,Debit Card,Offline,20
647,CD0055,08-04-2020,1,1,Annual pass,647,2,Credit Card,Offline,700
648,CD0114,20-11-2019,1,2,Parking ticket,648,3,Debit Card,Online,20
649,CD0022,29-12-2019,0,1,Annual pass,649,4,Online Payment,Offline,800
650,CD0030,30-04-2020,1,3,Daily Pass,650,2,Credit Card,Online,120
651,CD0013,20-05-2020,0,1,Annual pass,651,1,Cash,Online,800
652,CD0026,17-04-2020,1,1,Annual pass,652,3,Debit Card,Offline,700
653,CD0022,25-12-2019,1,3,Daily Pass,653,1,Cash,Online,120
654,CD0071,30-04-2020,0,3,Daily Pass,654,4,Online Payment,Offline,150
655,CD0114,31-05-2020,1,2,Parking ticket,655,3,Debit Card,Offline,20
656,CD0033,03-07-2020,1,3,Daily Pass,656,2,Credit Card,Online,120
657,CD0102,23-01-2020,1,3,Daily Pass,657,1,Cash,Online,120
658,CD0122,21-06-2020,1,3,Daily Pass,658,1,Cash,Offline,120
659,CD0087,25-03-2020,0,2,Parking ticket,659,1,Cash,Offline,20
660,CD0103,10-07-2020,1,3,Daily Pass,660,2,Credit Card,Offline,120
661,CD0122,20-06-2020,0,3,Daily Pass,661,3,Debit Card,Online,150
662,CD0123,01-04-2020,1,3,Daily Pass,662,4,Online Payment,Online,120
663,CD0148,12-04-2020,0,2,Parking ticket,663,1,Cash,Offline,20
664,CD0125,03-07-2020,1,2,Parking ticket,664,3,Debit Card,Online,20
665,CD0105,29-03-2020,1,1,Annual pass,665,1,Cash,Offline,700
666,CD0048,22-06-2020,0,2,Parking ticket,666,1,Cash,Online,20
